Data_type,Region,Subnational,Frequency,Unit,Source,Status,Series ID,SR Code,Trade Code,Mnemonic,Function Description,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CN: Real Estate Investment: Guizhou: Bijie,China,Bijie,"Annual, ending ""Dec"" of each year",RMB mn,Bijie Municipal Bureau of Statistics,Active,314149901 (CRKAWWI),SR5004497,,,,2005,2017,30/06/2021,,,8742.257,60797691.811,7797.287,0.291,-1.653,0.892,260.000,21013.750,8028.000,13,,,,,,,260.000,264.000,646.000,1295.000,1730.000,5261.000,8028.000,8958.000,14960.000,18260.000,15243.590,17730.000,21013.750,,,,,
CN: Real Estate Investment: Guizhou: Tongren,China,Tongren,"Annual, ending ""Dec"" of each year",RMB mn,Tongren Municipal Bureau of Statistics,Active,314149701 (CRKAWWG),SR5004730,,,,2005,2017,30/06/2021,,,5659.945,17740324.694,4211.926,0.314,-1.644,0.744,687.000,11807.500,6070.000,13,,,,,,,687.000,1267.000,1506.000,1780.000,2343.000,2814.000,6070.000,6308.000,6823.000,10013.000,11090.480,11070.300,11807.500,,,,,
CN: Real Estate Investment: Yunnan: Kunming,China,Kunming,"Annual, ending ""Dec"" of each year",RMB mn,Kunming Municipal Bureau of Statistics,Active,148179101 (CRKAIKP),SR1954689,,,,1996,2019,30/06/2021,,,70903.936,4908671124.280,70061.909,0.702,-1.107,0.988,6391.130,209625.100,38214.560,21,7220.810,6391.130,6614.660,6833.950,7007.000,8696.040,14935.270,18893.290,22802.170,27420.170,38214.560,44068.140,62597.110,91907.320,129171.000,136091.770,145130.670,153050.000,168333.250,183979.250,209625.100,,,
CN: Real Estate Investment: Yunnan: Qujing,China,Qujing,"Annual, ending ""Dec"" of each year",RMB mn,Qujing Municipal Bureau of Statistics,Active,148179201 (CRKAIKQ),SR1953615,,,,1996,2019,30/06/2021,,,7911.037,44576823.852,6676.588,0.190,-1.526,0.844,173.480,18444.900,8482.490,21,241.200,173.480,304.780,388.630,478.190,1000.000,1299.950,3143.310,3598.830,6803.870,8482.490,10156.040,14576.910,15380.430,18369.000,16317.520,14429.780,9375.000,10904.320,12263.140,18444.900,,,
CN: Real Estate Investment: Yunnan: Yuxi,China,Yuxi,"Annual, ending ""Dec"" of each year",RMB mn,Yuxi Municipal Bureau of Statistics,Active,148179301 (CRKAIKR),SR1953892,,,,1996,2019,30/06/2021,,,5351.038,25549753.733,5054.676,0.809,-0.100,0.945,364.510,17654.070,4020.000,21,516.410,413.990,421.280,570.090,522.340,364.510,857.610,1300.100,2129.320,3032.130,4020.000,5754.470,6688.310,9056.680,10470.000,11145.510,6558.810,9868.780,8087.390,12940.000,17654.070,,,
CN: Real Estate Investment: Yunnan: Baoshan,China,Baoshan,"Annual, ending ""Dec"" of each year",RMB mn,Baoshan Municipal Bureau of Statistics,Active,148179401 (CRKAIKS),SR1955094,,,,2000,2019,30/06/2021,,,4128.221,33954273.544,5827.030,2.674,8.792,1.412,82.130,24759.070,1777.540,19,,107.800,82.130,86.600,212.600,629.380,700.900,492.000,725.200,1393.750,1777.540,2800.140,2930.450,5077.490,8251.830,7129.910,6606.790,6172.540,8500.070,,24759.070,,,
CN: Real Estate Investment: Yunnan: Zhaotong,China,Zhaotong,"Annual, ending ""Dec"" of each year",RMB mn,Zhaotong Municipal Bureau of Statistics,Active,148179501 (CRKAIKT),SR1954152,,,,2001,2021,25/03/2022,,,5023.282,50033267.328,7073.420,2.398,6.597,1.408,18.600,28988.000,2126.185,20,,,18.600,22.400,239.140,243.980,275.270,680.080,872.550,959.450,1471.070,1743.190,2509.180,3610.880,5041.340,7560.320,6334.280,5153.210,8101.500,10291.000,16350.200,,28988.000,
CN: Real Estate Investment: Yunnan: Lijiang,China,Lijiang,"Annual, ending ""Dec"" of each year",RMB mn,Lijiang Municipal Bureau of Statistics,Active,148179601 (CRKAIKU),SR1953799,,,,2002,2021,16/03/2022,,,3630.318,6254880.043,2500.976,0.529,-0.939,0.689,268.960,7987.340,3385.635,20,,,,268.960,1054.340,1131.600,1397.610,1223.640,1220.030,1465.000,2096.480,2506.010,3925.620,6416.510,7987.340,5572.470,4900.770,3475.160,4091.610,3296.110,4871.170,7893.930,7812.000,
CN: Real Estate Investment: Yunnan: Puer,China,Puer,"Annual, ending ""Dec"" of each year",RMB mn,Puer Municipal Bureau of Statistics,Active,148179701 (CRKAIKV),SR1954436,,,,2003,2021,29/04/2022,,,3975.798,8868688.472,2978.034,0.148,-1.447,0.749,143.790,8727.660,4673.000,19,,,,,177.740,143.790,470.950,472.840,1065.980,1335.760,1927.980,2383.210,4687.290,3016.270,4673.000,4870.210,6046.320,6719.000,5374.160,7242.000,8727.660,8036.000,8170.000,
CN: Real Estate Investment: Yunnan: Lincang,China,Lincang,"Annual, ending ""Dec"" of each year",RMB mn,Lincang Municipal Bureau of Statistics,Active,148179801 (CRKAIKW),SR1955471,,,,2003,2020,30/06/2021,,,4375.502,15195673.135,3898.163,0.842,-0.415,0.891,123.630,12481.520,2802.090,17,,,,,123.630,,687.510,819.720,664.450,1049.030,1424.420,2075.480,2663.650,6265.480,9604.000,12481.520,11008.910,7462.000,2802.090,3850.540,5138.110,6263.000,,
CN: Real Estate Investment: Tibet: Lhasa,China,Lhasa,"Annual, ending ""Dec"" of each year",RMB mn,Lhasa Municipal Bureau of Statistics,Active,306098801 (CRKATSK),SR4701597,,,,2007,2018,30/06/2021,,,2364.608,6420058.954,2533.784,1.407,1.272,1.072,230.000,8102.131,1237.000,11,,,,,,,,,966.760,1237.000,1280.990,230.000,432.680,543.980,720.820,5070.000,4613.090,,2813.240,8102.131,,,,
CN: Real Estate Investment: Tibet: Xigaze,China,Xigaze,"Annual, ending ""Dec"" of each year",RMB mn,Xigaze Municipal Bureau of Statistics,Active,314151201 (CRKAWWV),SR5004745,,,,2005,2021,20/04/2022,,,165.936,52453.665,229.028,2.551,6.789,1.380,26.000,718.000,88.000,8,,,,,,,56.000,83.000,93.000,33.000,26.000,,,,,,,,,139.580,178.910,,718.000,
CN: Real Estate Investment: Tibet: Qamdu,China,Qamdu,"Annual, ending ""Dec"" of each year",RMB mn,Qamdu Municipal Bureau of Statistics,Active,314151001 (CRKAWWT),SR5004965,,,,2009,2019,30/06/2021,,,125.274,18527.905,136.117,2.026,4.376,1.087,21.000,364.370,80.000,5,,,,,,,,,,,78.000,83.000,21.000,,,,,,,80.000,364.370,,,
CN: Real Estate Investment: Tibet: Nyingchi,China,Nyingchi,"Annual, ending ""Dec"" of each year",RMB mn,Nyingchi Municipal Bureau of Statistics,Active,314151501 (CRKAWWY),SR5004512,,,,2005,2019,30/06/2021,,,157.256,30434.001,174.453,1.934,3.113,1.109,41.010,583.170,69.000,11,,,,,,,49.000,67.000,57.000,107.000,181.000,69.000,50.000,41.010,130.840,,,,,583.170,394.800,,,
CN: Real Estate Investment: Tibet: Lhokha,China,Lhokha,"Annual, ending ""Dec"" of each year",RMB mn,Lhokha Municipal Bureau of Statistics,Active,314151101 (CRKAWWU),SR5004688,,,,2005,2019,30/06/2021,,,224.598,123155.661,350.935,2.543,7.013,1.563,2.000,1236.660,109.155,12,,,,,,,171.000,135.000,51.000,2.000,9.000,29.000,9.000,102.200,116.110,,,,479.420,354.780,1236.660,,,
CN: Real Estate Investment: Tibet: Narqu,China,Narqu,"Annual, ending ""Dec"" of each year",RMB mn,Narqu Municipal Bureau of Statistics,Active,314151301 (CRKAWWW),SR5004246,,,,2019,2019,30/06/2021,,,85.400,NaN,NaN,,,NaN,85.400,85.400,85.400,1,,,,,,,,,,,,,,,,,,,,,85.400,,,
CN: Real Estate Investment: Shaanxi: Xian,China,Xian,"Annual, ending ""Dec"" of each year",RMB mn,Xian Municipal Bureau of Statistics,Active,148179901 (CRKAIKX),SR1955221,,,,1996,2021,25/11/2022,,,109968.524,9146986661.310,95639.880,0.371,-1.514,0.870,4504.160,262447.500,84234.470,23,4504.160,5247.940,6742.110,7896.890,12481.770,16340.410,21228.610,28576.050,38733.420,54571.030,69423.410,84234.470,99680.970,128190.130,159564.180,176188.180,183166.880,195582.020,233333.730,251800.870,246477.830,262447.500,242863.500,
CN: Real Estate Investment: Shaanxi: Tongchuan,China,Tongchuan,"Annual, ending ""Dec"" of each year",RMB mn,Tongchuan Municipal Bureau of Statistics,Active,148180001 (CRKAIKY),SR1955172,,,,1996,2021,25/11/2022,,,1739.593,2002301.515,1415.027,0.458,-0.947,0.813,148.530,4648.100,1908.720,23,273.490,289.990,253.370,148.530,267.770,321.500,375.000,458.440,525.000,670.000,1908.720,1418.450,2036.340,2251.820,2248.630,3165.850,2830.400,4274.440,2473.560,2877.100,2907.590,3386.540,4648.100,
CN: Real Estate Investment: Shaanxi: Baoji,China,Baoji,"Annual, ending ""Dec"" of each year",RMB mn,Baoji Municipal Bureau of Statistics,Active,148180101 (CRKAIKZ),SR1955028,,,,1996,2021,25/11/2022,,,9742.048,116365547.111,10787.286,1.580,1.787,1.107,455.360,38412.350,6466.190,23,455.360,596.700,694.120,881.980,1300.440,1618.320,2208.570,2773.150,3894.000,5656.000,5849.040,6466.190,7271.040,7587.570,8127.230,9314.000,9477.980,13241.020,16559.560,20183.320,27251.700,34247.470,38412.350,
CN: Real Estate Investment: Shaanxi: Xianyang,China,Xianyang,"Annual, ending ""Dec"" of each year",RMB mn,Xianyang Municipal Bureau of Statistics,Active,148180201 (CRKAILA),SR1954014,,,,1996,2021,25/11/2022,,,10552.075,100562415.279,10028.081,1.186,1.718,0.950,319.440,39811.580,9384.330,23,361.130,319.440,435.370,654.940,1159.200,1246.490,2507.130,2703.540,4212.660,5478.300,7340.190,9384.330,11848.210,15176.380,17482.540,19595.050,18181.660,17886.390,10450.270,11862.330,18694.950,25905.650,39811.580,
CN: Real Estate Investment: Shaanxi: Weinan,China,Weinan,"Annual, ending ""Dec"" of each year",RMB mn,Weinan Municipal Bureau of Statistics,Active,148180301 (CRKAILB),SR1954219,,,,1996,2021,25/11/2022,,,8657.700,134352397.511,11591.048,1.838,2.676,1.339,107.230,39722.190,4208.180,23,107.230,230.160,182.680,203.870,382.080,407.910,818.720,1092.980,1611.130,2217.240,2819.800,4208.180,6821.490,8510.930,10133.250,8135.370,8732.880,9695.420,11380.890,15414.730,28488.190,39722.190,37809.770,
CN: Real Estate Investment: Shaanxi: Yanan,China,Yanan,"Annual, ending ""Dec"" of each year",RMB mn,Yanan Municipal Bureau of Statistics,Active,148180401 (CRKAILC),SR1953351,,,,1997,2021,25/11/2022,,,3892.027,27917333.920,5283.686,1.421,0.590,1.358,127.910,15683.450,818.050,23,133.270,127.910,266.440,544.730,645.230,345.240,273.860,545.040,522.010,1037.940,818.050,813.490,807.810,2030.890,1840.450,2666.000,5098.240,7783.800,6393.930,13116.820,15626.540,15683.450,12395.490,
CN: Real Estate Investment: Shaanxi: Hanzhong,China,Hanzhong,"Annual, ending ""Dec"" of each year",RMB mn,Hanzhong Municipal Bureau of Statistics,Active,148180501 (CRKAILD),SR1954557,,,,1996,2021,25/11/2022,,,6075.410,36971127.569,6080.389,1.291,1.056,1.001,301.760,21745.680,3822.190,23,301.760,615.080,739.760,945.240,1270.000,1337.220,1248.930,1393.000,2285.420,2299.400,2421.100,3822.190,5721.370,7341.470,6909.050,8209.950,6819.750,8540.030,9761.340,11584.990,15406.910,19014.790,21745.680,
CN: Real Estate Investment: Shaanxi: Yulin,China,Yulin,"Annual, ending ""Dec"" of each year",RMB mn,Yu lin Municipal Bureau of Statistics,Active,148180601 (CRKAILE),SR1954711,,,,1999,2021,25/11/2022,,,4502.218,22641111.191,4758.268,1.156,0.496,1.057,61.180,16364.290,2912.470,23,155.290,70.280,61.180,286.570,482.690,539.060,483.390,1105.500,1345.400,2256.810,2298.010,3396.560,2912.470,5249.250,8965.470,7392.830,4699.030,4054.540,6324.620,9261.860,12107.740,13738.180,16364.290,
CN: Real Estate Investment: Shaanxi: Ankang,China,Ankang,"Annual, ending ""Dec"" of each year",RMB mn,Ankang Municipal Bureau of Statistics,Active,148180701 (CRKAILF),SR1953595,,,,2000,2021,25/11/2022,,,5346.655,39733474.046,6303.449,1.272,0.460,1.179,336.000,20516.880,1948.950,22,,336.000,447.710,575.050,669.690,727.510,657.730,652.680,632.360,977.650,1266.760,1665.440,2232.460,3640.150,5053.140,5348.160,6550.200,9511.870,9387.490,12992.440,16276.620,17508.420,20516.880,
CN: Real Estate Investment: Shaanxi: Shangluo,China,Shangluo,"Annual, ending ""Dec"" of each year",RMB mn,Shangluo Municipal Bureau of Statistics,Active,148180801 (CRKAILG),SR1955204,,,,2001,2021,25/11/2022,,,1392.807,1996832.142,1413.093,1.478,2.722,1.015,19.870,5613.460,1097.960,21,,,19.870,65.060,79.050,162.520,176.820,192.000,231.950,544.780,590.000,820.000,1097.960,1419.890,1716.270,1834.630,1935.000,2005.680,2106.890,2224.400,2737.910,3674.810,5613.460,
CN: Real Estate Investment: Gansu: Lanzhou,China,Lanzhou,"Annual, ending ""Dec"" of each year",RMB mn,Lanzhou Municipal Bureau of Statistics,Active,148180901 (CRKAILH),SR1953734,,,,1996,2020,01/03/2022,,,20507.630,382654669.263,19561.561,0.812,-0.764,0.954,1711.290,58662.390,10867.955,22,1711.290,2003.060,2291.700,2514.220,3014.560,4466.210,5310.360,5384.170,7444.760,9242.720,9907.760,11828.150,15967.240,22330.930,28680.540,33653.820,33901.490,39115.000,43215.880,58662.390,55240.470,55281.140,,
CN: Real Estate Investment: Gansu: Jiayuguan,China,Jiayuguan,"Annual, ending ""Dec"" of each year",RMB mn,Jiayuguan Municipal Bureau of Statistics,Active,148181001 (CRKAILI),SR1955215,,,,1996,2021,12/04/2022,,,1504.627,1966000.765,1402.141,0.624,-0.742,0.932,0.000,4262.720,1176.730,23,3.000,0.000,5.580,32.910,237.170,227.630,323.390,173.310,344.970,851.900,1090.980,1176.730,1228.040,1948.740,2248.360,2265.400,2598.470,3791.200,4198.830,2550.920,2514.810,2531.370,4262.720,
CN: Real Estate Investment: Gansu: Jinchang,China,Jinchang,"Annual, ending ""Dec"" of each year",RMB mn,Jinchang Municipal Bureau of Statistics,Active,148181101 (CRKAILJ),SR1953248,,,,1996,2021,29/06/2022,,,709.455,412033.494,641.898,1.224,1.110,0.905,0.000,2321.690,620.985,20,,0.000,,,42.000,59.600,119.720,252.670,179.970,198.850,597.900,482.560,644.070,767.620,914.250,976.790,1906.360,2321.690,1748.480,781.060,899.100,734.650,561.760,
CN: Real Estate Investment: Gansu: Baiyin,China,Baiyin,"Annual, ending ""Dec"" of each year",RMB mn,Baiyin Municipal Bureau of Statistics,Active,148181201 (CRKAILK),SR1953358,,,,1996,2020,29/12/2021,,,1625.172,3087853.622,1757.229,1.307,1.583,1.081,34.260,6555.000,929.425,22,40.680,34.260,47.750,71.980,128.580,237.790,270.310,312.080,427.180,627.960,683.680,1175.170,1521.880,1986.640,2281.920,2700.920,2993.810,2748.130,2916.790,3105.180,4886.100,6555.000,,
CN: Real Estate Investment: Gansu: Tianshui,China,Tianshui,"Annual, ending ""Dec"" of each year",RMB mn,Tianshui Municipal Bureau of Statistics,Active,148181301 (CRKAILL),SR1953410,,,,1996,2020,29/12/2021,,,3864.291,27307993.513,5225.705,2.206,4.654,1.352,194.460,20321.000,1928.740,22,194.460,291.570,240.680,246.890,471.550,630.840,599.150,991.460,1293.140,1425.630,1506.200,2351.280,2788.060,3601.360,3900.570,3499.470,3598.670,4712.190,6418.460,10268.180,15663.600,20321.000,,
CN: Real Estate Investment: Gansu: Wuwei,China,Wuwei,"Annual, ending ""Dec"" of each year",RMB mn,Wuwei Municipal Bureau of Statistics,Active,148181401 (CRKAILM),SR1954938,,,,2001,2020,29/12/2021,,,2157.234,3841559.073,1959.990,0.756,-0.818,0.909,93.370,5798.540,1300.245,20,,,93.370,121.730,224.770,343.020,416.000,581.990,849.710,918.420,1044.070,1117.910,1482.580,2289.850,3078.970,2409.390,2832.510,4162.100,5798.540,4383.130,5702.610,5294.000,,
CN: Real Estate Investment: Gansu: Zhangye,China,Zhangye,"Annual, ending ""Dec"" of each year",RMB mn,Zhangye Municipal Bureau of Statistics,Active,148181501 (CRKAILN),SR1955270,,,,2002,2020,29/12/2021,,,2545.072,5293583.915,2300.779,0.264,-1.892,0.904,205.680,5824.190,1538.650,19,,,,255.160,205.680,231.090,276.090,356.070,468.670,484.440,490.210,807.500,1538.650,3109.270,4545.080,4656.970,5353.300,5181.780,5207.760,5824.190,5648.450,3716.000,,
CN: Real Estate Investment: Gansu: Pingliang,China,Pingliang,"Annual, ending ""Dec"" of each year",RMB mn,Pingliang Municipal Bureau of Statistics,Active,148181601 (CRKAILO),SR1953966,,,,2002,2021,11/04/2022,,,3716.497,13217720.744,3635.618,0.929,-0.117,0.978,166.310,12023.070,2308.735,20,,,,166.310,177.090,275.620,507.740,575.160,675.940,867.600,1272.000,1641.020,1650.800,2966.670,4004.860,3840.480,6659.350,5576.020,6403.060,6169.850,8547.170,10330.130,12023.070,
CN: Real Estate Investment: Gansu: Jiuquan,China,Jiuquan,"Annual, ending ""Dec"" of each year",RMB mn,Jiuquan Municipal Bureau of Statistics,Active,148181701 (CRKAILP),SR1955243,,,,2002,2020,29/12/2021,,,2430.672,4017229.785,2004.303,0.517,-0.816,0.825,215.290,6437.000,2583.510,19,,,,215.290,230.320,307.530,392.660,378.020,585.230,960.880,1053.160,1374.200,2583.510,2829.050,4122.160,3834.990,4209.590,3302.880,3329.000,4040.660,5996.640,6437.000,,
CN: Real Estate Investment: Gansu: Qingyang,China,Qingyang,"Annual, ending ""Dec"" of each year",RMB mn,Qingyang Municipal Bureau of Statistics,Active,148181801 (CRKAILQ),SR1954606,,,,2002,2020,29/12/2021,,,2695.534,5743954.081,2396.655,0.261,-1.684,0.889,48.890,6671.720,1746.890,19,,,,48.890,121.900,134.040,336.200,370.780,409.200,434.310,1078.400,1228.930,1746.890,5073.070,6671.720,3960.280,4183.170,4796.690,4290.350,4502.420,5845.910,5982.000,,
CN: Real Estate Investment: Gansu: Dingxi,China,Dingxi,"Annual, ending ""Dec"" of each year",RMB mn,Dingxi Municipal Bureau of Statistics,Active,148181901 (CRKAILR),SR1955317,,,,2003,2020,29/12/2021,,,3152.335,7769188.417,2787.326,0.614,-0.711,0.884,137.600,8885.000,2736.050,18,,,,,137.600,165.670,243.900,301.660,553.200,803.340,995.190,1831.490,2360.570,4521.080,6043.470,4419.310,3111.530,3403.580,5369.150,5818.280,7778.010,8885.000,,
CN: Real Estate Investment: Gansu: Longnan,China,Longnan,"Annual, ending ""Dec"" of each year",RMB mn,Longnan Municipal Bureau of Statistics,Active,148182001 (CRKAILS),SR1955530,,,,2004,2020,29/12/2021,,,1030.889,1544839.600,1242.916,2.259,6.360,1.206,47.530,5025.000,595.320,17,,,,,,47.530,48.220,53.540,55.000,144.760,367.490,313.860,546.250,595.320,951.610,1066.510,1287.400,1784.240,1718.050,1220.030,2300.300,5025.000,,
CN: Real Estate Investment: Qinghai: Xining,China,Xining,"Annual, ending ""Dec"" of each year",RMB mn,Xining Municipal Bureau of Statistics,Active,148182101 (CRKAILT),SR1953716,,,,1996,2020,15/11/2021,,,13208.822,151846431.718,12322.598,0.527,-1.466,0.933,1111.490,35133.370,7962.205,22,1111.490,1182.050,1393.430,1505.460,1889.500,2286.380,2707.170,2938.100,3159.910,4539.230,6383.930,9540.480,11728.540,15822.620,19528.870,24686.490,28042.950,31649.710,35133.370,29225.140,29099.230,27040.040,,
CN: Real Estate Investment: Qinghai: Haidong,China,Haidong,"Annual, ending ""Dec"" of each year",RMB mn,Haidong Municipal Bureau of Statistics,Active,314151801 (CRKAWXB),SR5004514,,,,2005,2020,15/11/2021,,,3485.318,12951224.461,3598.781,1.367,1.856,1.033,57.000,12814.220,2844.425,16,,,,,,,89.000,57.000,166.000,324.000,597.000,907.000,2025.810,2401.380,3836.330,4650.000,4339.000,6092.490,3287.470,4895.590,9282.800,12814.220,,
CN: Real Estate Investment: Ningxia: Yinchuan,China,Yinchuan,"Annual, ending ""Dec"" of each year",RMB mn,Yinchuan Municipal Bureau of Statistics,Active,148182201 (CRKAILU),SR1954382,,,,1996,2021,19/04/2022,,,18993.140,241676978.835,15545.963,0.320,-1.464,0.819,936.800,47494.140,16081.880,23,936.800,1173.170,1766.160,2364.000,3935.500,4532.070,5661.340,5768.080,6271.540,7861.590,9995.840,16081.880,21478.340,27570.230,33080.940,38889.520,40917.110,47494.140,40282.460,29524.570,27535.360,31142.570,32579.000,
CN: Real Estate Investment: Ningxia: Shizuishan,China,Shizuishan,"Annual, ending ""Dec"" of each year",RMB mn,Shizuishan Municipal Bureau of Statistics,Active,148182301 (CRKAILV),SR1955260,,,,1996,2021,06/05/2022,,,2113.516,5429780.867,2330.189,1.173,0.253,1.103,166.650,7871.710,806.270,23,167.210,179.710,196.790,291.020,494.590,770.280,582.670,806.270,1442.000,1572.420,1974.590,3346.580,4621.080,4848.640,6557.740,7871.710,5373.760,4214.740,1860.790,558.360,166.650,311.270,402.000,
CN: Real Estate Investment: Ningxia: Wuzhong,China,Wuzhong,"Annual, ending ""Dec"" of each year",RMB mn,Wuzhong Municipal Bureau of Statistics,Active,148182401 (CRKAILW),SR1953403,,,,1998,2021,20/04/2022,,,3111.727,7114161.909,2667.239,0.282,-1.615,0.857,196.010,7352.070,2773.530,23,196.010,226.190,349.970,355.540,532.650,281.770,649.680,617.410,684.210,975.540,2043.730,2773.530,3719.830,3794.990,5612.950,6840.750,4478.680,6471.210,7352.070,6057.020,5113.700,5312.300,7130.000,
CN: Real Estate Investment: Ningxia: Guyuan,China,Guyuan,"Annual, ending ""Dec"" of each year",RMB mn,Guyuan Municipal Bureau of Statistics,Active,148182501 (CRKAILX),SR1953388,,,,2002,2021,25/03/2022,,,3010.234,9966172.971,3156.925,0.883,-0.353,1.049,30.460,9966.980,1883.220,20,,,,30.460,125.980,177.350,93.660,226.410,290.360,382.180,698.030,941.790,1623.270,2143.170,4539.630,7033.390,6829.880,8675.760,9966.980,5270.120,4191.300,4080.950,2884.000,
CN: Real Estate Investment: Ningxia: Zhongwei,China,Zhongwei,"Annual, ending ""Dec"" of each year",RMB mn,Zhongwei Municipal Bureau of Statistics,Active,148182601 (CRKAILY),SR1954203,,,,2004,2021,16/03/2022,,,2991.363,4569044.076,2137.532,0.165,-1.490,0.715,229.610,6105.560,2865.585,18,,,,,,229.610,464.130,276.200,553.710,945.040,1554.890,1557.270,2180.370,4558.260,6105.560,4844.580,5764.350,5960.620,5821.990,3546.780,3288.800,2442.370,3750.000,
CN: Real Estate Investment: Xinjiang: Urumqi,China,Urumqi,"Annual, ending ""Dec"" of each year",RMB mn,Urumqi Municipal Bureau of Statistics,Active,148182701 (CRKAILZ),SR1953985,,,,1996,2019,22/10/2021,,,20295.041,358916150.708,18945.082,1.048,0.166,0.933,1627.380,66109.900,11329.550,21,1627.380,4259.040,6179.860,5096.720,4849.270,3623.390,3841.860,5310.840,8179.580,9996.310,11329.550,14563.630,19803.810,23383.040,28753.050,35943.720,38836.610,36249.750,42873.550,66109.900,55385.000,,,
CN: Real Estate Investment: Xinjiang: Karamay,China,Karamay,"Annual, ending ""Dec"" of each year",RMB mn,Karamay Municipal Bureau of Statistics,Active,148182801 (CRKAIMA),SR1954022,,,,1996,2021,13/04/2022,,,1657.931,1803697.597,1343.018,0.550,-1.054,0.810,3.040,4274.680,1200.790,23,3.040,44.800,149.230,249.770,458.010,732.900,1200.790,692.730,664.470,812.240,1005.830,889.320,1332.460,2533.320,4274.680,3795.520,3466.030,2650.000,3276.440,2140.000,1630.830,2530.000,3600.000,
CN: Real Estate Investment: Xinjiang: Turpan,China,Turpan,"Annual, ending ""Dec"" of each year",RMB mn,Turpan Municipal Bureau of Statistics,Active,314152501 (CRKAWXI),SR5004709,,,,2005,2021,06/06/2022,,,875.735,922573.348,960.507,0.988,-0.641,1.097,58.000,2714.940,314.500,14,,,,,,,112.000,90.000,58.000,158.000,344.000,285.000,241.030,257.840,563.470,1201.040,,,2714.940,1793.000,1950.970,,2491.000,
CN: Real Estate Investment: Xinjiang: Hami,China,Hami,"Annual, ending ""Dec"" of each year",RMB mn,Hami Municipal Bureau of Statistics,Active,314152601 (CRKAWXJ),SR5004221,,,,2005,2021,18/07/2022,,,1577.503,1348702.156,1161.336,0.594,-0.899,0.736,165.000,3534.570,1473.000,15,,,,,,,165.000,266.000,337.000,835.000,921.000,1473.000,2274.940,1587.010,3207.070,3534.570,,,3524.670,606.000,2371.290,1035.000,1525.000,
CN: Property Price: Residential: Prefecture Level City,China,,"Annual, ending ""Dec"" of each year",RMB/sq m,National Bureau of Statistics,Active,148355101 (CRKALBB),SR1954183,,,,2005,2005,02/01/2013,,,2917.000,NaN,NaN,,,NaN,2917.000,2917.000,2917.000,1,,,,,,,2917.000,,,,,,,,,,,,,,,,,
CN: Property Price: Residential: Beijing,China,Beijing,"Annual, ending ""Dec"" of each year",RMB/sq m,Beijing Municipal Bureau of Statistics,Active,148355201 (CRKALBC),SR1954983,,,,1993,2021,17/02/2023,,,17895.845,185530940.779,13620.974,0.852,-0.478,0.761,4251.021,46941.318,15517.882,23,4787.000,4557.261,4715.831,4466.788,4455.879,4251.021,6162.124,7375.411,10661.227,11647.670,13224.309,17151.133,15517.882,16553.189,17853.707,18421.624,22291.227,28141.017,33893.766,37417.426,38433.460,42684.160,46941.318,
CN: Property Price: Residential: Tianjin,China,Tianjin,"Annual, ending ""Dec"" of each year",RMB/sq m,Tianjin Municipal Bureau of Statistics,Active,148355301 (CRKALBD),SR1953637,,,,1995,2021,14/09/2022,,,8028.049,25721741.695,5071.661,0.510,-1.093,0.632,2157.000,16391.497,7912.687,23,2157.000,2274.000,2308.000,2414.000,2393.000,2965.000,3987.220,4649.247,5575.715,5598.000,6605.000,7912.687,8547.624,8009.598,8389.838,8827.613,9931.000,12869.799,15138.673,15907.004,15423.369,16391.497,16370.233,
CN: Property Price: Residential: Hebei: Shijiazhuang,China,Shijiazhuang,"Annual, ending ""Dec"" of each year",RMB/sq m,Shijiazhuang Municipal Bureau of Statistics,Active,148355401 (CRKALBE),SR1953565,,,,1999,2020,19/07/2022,,,4519.612,9408067.406,3067.257,0.779,-0.815,0.679,1534.000,10399.000,3747.786,22,1917.000,1685.000,1907.000,1555.000,1570.000,1534.000,1705.230,2005.128,2378.106,2630.000,3688.000,3807.572,4352.151,4713.540,4942.717,5562.000,7490.661,7100.460,9361.894,10399.000,9233.562,9893.441,,
CN: Property Price: Residential: Hebei: Tangshan,China,Tangshan,"Annual, ending ""Dec"" of each year",RMB/sq m,Tangshan Municipal Bureau of Statistics,Active,148355501 (CRKALBF),SR1954913,,,,2005,2020,19/07/2022,,,4686.409,3213920.105,1792.741,0.592,0.077,0.383,2107.000,8430.323,4886.108,16,,,,,,,2107.000,2243.000,3029.000,3008.000,3439.000,3902.679,4895.658,4876.557,5022.169,4908.000,4990.956,4519.494,5169.427,6777.000,7664.281,8430.323,,
CN: Property Price: Residential: Hebei: Qinhuangdao,China,Qinhuangdao,"Annual, ending ""Dec"" of each year",RMB/sq m,Qinhuangdao Municipal Bureau of Statistics,Active,148355601 (CRKALBG),SR1954831,,,,2005,2020,19/07/2022,,,5512.038,4763744.003,2182.600,0.831,0.318,0.396,2397.000,10056.456,5184.769,16,,,,,,,2397.000,2819.000,3583.000,3843.000,4249.000,4546.989,4871.742,5050.571,6294.232,5539.000,5318.966,5613.526,6491.607,7898.000,9620.519,10056.456,,
