Province,Country,Region,Frequency,Unit,Source,Status,Series ID,SR Code,Trade Code,Mnemonic,Function Description,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CN: GDP: Tertiary Industry: Yunnan: Lijiang,China,Lijiang,"Annual, ending ""Dec"" of each year",RMB bn,Lijiang Municipal Bureau of Statistics,Active,293427101 (CAAPYC),SR4391831,,,,1999,2022,03/02/2023,,,10.145,89.981,9.486,1.117,0.090,0.935,1.208,30.916,6.807,24,1.208,1.336,1.527,1.760,1.820,2.400,2.880,3.260,3.830,4.506,5.117,6.252,7.362,8.589,9.616,10.489,12.984,14.161,15.273,16.028,25.828,26.972,29.373,30.916
CN: GDP: Tertiary Industry: Yunnan: Puer,China,Puer,"Annual, ending ""Dec"" of each year",RMB bn,Puer Municipal Bureau of Statistics,Active,293427201 (CAAPYD),SR4391694,,,,2007,2022,03/02/2023,,,23.057,290.172,17.034,0.900,-0.712,0.739,5.740,54.180,17.006,16,,,,,,,,,5.740,6.498,7.842,9.064,10.280,12.041,13.250,14.810,19.201,21.988,24.188,25.466,44.504,48.166,51.697,54.180
CN: GDP: Tertiary Industry: Yunnan: Lincang,China,Lincang,"Annual, ending ""Dec"" of each year",RMB bn,Lincang Municipal Bureau of Statistics,Active,293427301 (CAAPYE),SR4392176,,,,1999,2022,02/02/2023,,,13.593,186.971,13.674,1.076,-0.178,1.006,1.473,43.110,7.493,24,1.473,1.558,1.795,2.110,2.190,2.610,3.080,3.530,4.160,4.850,5.955,6.932,8.055,9.478,11.263,12.365,18.698,21.038,23.395,25.252,35.375,37.514,40.445,43.110
CN: GDP: Tertiary Industry: Tibet: Lhasa,China,Lhasa,"Annual, ending ""Dec"" of each year",RMB bn,Lhasa Municipal Bureau of Statistics,Active,306089201 (CAARAP),SR4698986,,,,2002,2020,23/02/2022,,,18.320,122.121,11.051,0.304,-0.908,0.603,1.109,36.527,17.207,16,,,,1.109,4.250,,,,8.328,9.295,9.963,11.401,13.689,15.856,18.558,20.676,22.198,24.703,27.233,33.165,36.164,36.527,,
CN: GDP: Tertiary Industry: Tibet: Xigaze,China,Xigaze,"Annual, ending ""Dec"" of each year",RMB bn,Xigaze Municipal Bureau of Statistics,Active,313819401 (CAARNA),SR5004367,,,,2005,2021,01/04/2022,,,7.672,24.952,4.995,0.874,-0.165,0.651,1.990,18.731,6.181,17,,,,,,,1.990,2.330,2.840,3.230,3.784,4.413,4.929,5.552,6.181,7.011,8.268,9.015,9.961,12.884,14.088,15.215,18.731,
CN: GDP: Tertiary Industry: Tibet: Qamdu,China,Qamdu,"Annual, ending ""Dec"" of each year",RMB bn,Qamdu Municipal Bureau of Statistics,Active,313819201 (CAARMY),SR5004585,,,,2005,2021,16/05/2022,,,5.279,13.599,3.688,0.905,-0.065,0.699,1.370,13.607,4.138,17,,,,,,,1.370,1.450,1.690,2.085,2.172,2.576,2.983,3.977,4.138,4.873,5.694,6.546,6.996,8.775,10.039,10.775,13.607,
CN: GDP: Tertiary Industry: Tibet: Nyingchi,China,Nyingchi,"Annual, ending ""Dec"" of each year",RMB bn,Nyingchi Municipal Bureau of Statistics,Active,313820701 (CAARND),SR5004383,,,,2005,2022,03/02/2023,,,5.694,14.203,3.769,0.575,-0.965,0.662,1.210,12.548,4.787,18,,,,,,,1.210,1.300,1.670,2.043,2.537,3.093,3.267,3.923,4.500,5.074,5.779,6.577,7.265,9.065,9.991,10.500,12.548,12.158
CN: GDP: Tertiary Industry: Tibet: Lhokha,China,Lhokha,"Annual, ending ""Dec"" of each year",RMB bn,Lhokha Municipal Bureau of Statistics,Active,313819301 (CAARMZ),SR5004606,,,,2005,2021,04/08/2022,,,4.738,9.561,3.092,0.854,-0.234,0.653,1.360,11.595,3.657,17,,,,,,,1.360,1.490,1.740,1.977,2.270,2.440,2.962,3.465,3.657,4.374,5.256,5.836,6.246,7.905,8.797,9.175,11.595,
CN: GDP: Tertiary Industry: Tibet: Narqu,China,Narqu,"Annual, ending ""Dec"" of each year",RMB bn,Narqu Municipal Bureau of Statistics,Active,313819501 (CAARNB),SR5004587,,,,2005,2020,23/02/2022,,,4.834,7.890,2.809,0.655,-0.957,0.581,1.790,9.826,3.984,16,,,,,,,1.860,1.790,2.050,2.325,2.440,2.724,3.411,3.726,4.242,5.005,5.811,6.605,7.225,8.751,9.826,9.557,,
CN: GDP: Tertiary Industry: Shaanxi: Xian,China,Xian,"Annual, ending ""Dec"" of each year",RMB bn,Xian Municipal Bureau of Statistics,Active,293427401 (CAAPYF),SR4391832,,,,1999,2022,02/02/2023,,,267.705,52777.827,229.734,0.707,-0.897,0.858,28.481,709.137,194.044,24,28.481,32.435,37.609,42.533,47.318,56.719,71.686,82.942,101.226,127.038,147.796,177.089,210.998,246.235,283.105,323.297,367.048,406.021,471.986,537.856,599.006,637.937,679.426,709.137
CN: GDP: Tertiary Industry: Shaanxi: Tongchuan,China,Tongchuan,"Annual, ending ""Dec"" of each year",RMB bn,Tongchuan Municipal Bureau of Statistics,Active,293427501 (CAAPYG),SR4392131,,,,1999,2022,02/02/2023,,,9.292,59.322,7.702,0.724,-0.899,0.829,1.450,24.519,6.490,24,1.450,1.500,1.681,1.828,2.056,2.348,2.817,3.128,3.703,4.416,5.079,5.938,7.042,8.200,10.029,10.727,12.852,14.325,16.387,18.369,20.240,21.765,22.602,24.519
CN: GDP: Tertiary Industry: Shaanxi: Baoji,China,Baoji,"Annual, ending ""Dec"" of each year",RMB bn,Baoji Municipal Bureau of Statistics,Active,293427601 (CAAPYH),SR4392165,,,,1999,2022,02/02/2023,,,37.556,819.856,28.633,0.657,-0.959,0.762,6.332,93.252,28.434,24,6.332,7.384,8.141,9.112,9.969,11.374,12.704,14.658,17.258,20.517,23.093,26.372,30.495,35.136,40.417,45.176,51.393,56.442,63.672,71.114,78.518,81.063,87.765,93.252
CN: GDP: Tertiary Industry: Shaanxi: Xianyang,China,Xianyang,"Annual, ending ""Dec"" of each year",RMB bn,Xianyang Municipal Bureau of Statistics,Active,293427701 (CAAPYI),SR4392117,,,,1999,2022,02/02/2023,,,44.469,1084.739,32.935,0.504,-1.160,0.741,6.656,107.283,35.828,24,6.656,7.968,9.420,10.436,11.560,13.003,14.956,16.629,20.062,24.243,28.762,33.485,38.171,43.844,52.214,58.206,65.769,72.426,72.501,81.581,87.947,89.331,100.800,107.283
CN: GDP: Tertiary Industry: Shaanxi: Weinan,China,Weinan,"Annual, ending ""Dec"" of each year",RMB bn,Weinan Municipal Bureau of Statistics,Active,293427801 (CAAPYJ),SR4391873,,,,1999,2022,02/02/2023,,,39.193,907.018,30.117,0.544,-1.184,0.768,5.113,92.247,30.678,24,5.113,6.762,7.744,8.605,9.155,10.599,12.098,14.312,17.320,21.734,24.350,28.435,32.922,38.018,43.806,48.541,55.323,60.793,68.212,76.952,82.734,84.104,90.765,92.247
CN: GDP: Tertiary Industry: Shaanxi: Yanan,China,Yanan,"Annual, ending ""Dec"" of each year",RMB bn,Yanan Municipal Bureau of Statistics,Active,293427901 (CAAPYK),SR4391852,,,,1999,2022,02/02/2023,,,23.960,369.270,19.216,0.591,-1.062,0.802,2.499,60.409,18.122,24,2.499,3.281,3.727,4.142,4.510,6.096,7.579,8.873,10.433,12.730,14.775,16.792,19.451,22.243,27.242,29.864,34.063,36.731,41.526,47.221,51.760,52.535,56.565,60.409
CN: GDP: Tertiary Industry: Shaanxi: Hanzhong,China,Hanzhong,"Annual, ending ""Dec"" of each year",RMB bn,Hanzhong Municipal Bureau of Statistics,Active,293428001 (CAAPYL),SR4391822,,,,1999,2022,02/02/2023,,,30.743,632.677,25.153,0.631,-1.066,0.818,4.345,78.477,22.201,24,4.345,4.941,5.549,6.095,6.814,7.320,8.266,9.512,11.897,14.797,17.219,20.378,24.023,28.086,34.657,38.512,43.907,48.619,54.087,60.329,66.947,69.056,74.004,78.477
CN: GDP: Tertiary Industry: Shaanxi: Yulin,China,Yulin,"Annual, ending ""Dec"" of each year",RMB bn,Yu lin Municipal Bureau of Statistics,Active,293428101 (CAAPYM),SR4391682,,,,1999,2022,02/02/2023,,,56.327,2351.551,48.493,0.646,-0.793,0.861,2.282,155.791,44.953,24,2.282,4.447,5.418,6.178,6.828,7.740,14.990,19.017,23.022,29.231,34.014,41.426,48.479,53.975,67.311,73.624,75.942,83.939,95.158,110.735,122.120,126.155,144.029,155.791
CN: GDP: Tertiary Industry: Shaanxi: Ankang,China,Ankang,"Annual, ending ""Dec"" of each year",RMB bn,Ankang Municipal Bureau of Statistics,Active,293428201 (CAAPYN),SR4392116,,,,1999,2022,02/02/2023,,,21.675,331.594,18.210,0.692,-1.052,0.840,3.175,55.402,14.646,24,3.222,3.175,3.591,4.207,4.924,5.193,6.282,7.214,8.335,10.222,11.472,13.459,15.833,18.346,22.595,25.578,29.914,34.055,40.371,45.093,49.244,49.303,53.162,55.402
CN: GDP: Tertiary Industry: Shaanxi: Shangluo,China,Shangluo,"Annual, ending ""Dec"" of each year",RMB bn,Shangluo Municipal Bureau of Statistics,Active,293428301 (CAAPYO),SR4391661,,,,1999,2022,02/02/2023,,,16.727,181.240,13.463,0.564,-1.156,0.805,1.805,41.724,12.438,24,1.805,2.000,2.490,2.840,3.147,4.579,5.123,6.354,7.292,8.529,9.610,11.458,13.418,15.862,18.532,20.922,24.044,26.684,30.481,33.428,35.820,35.902,39.402,41.724
CN: GDP: Tertiary Industry: Gansu: Lanzhou,China,Lanzhou,"Annual, ending ""Dec"" of each year",RMB bn,Lanzhou Municipal Bureau of Statistics,Active,293428401 (CAAPYP),SR4392118,,,,1994,2021,13/04/2022,,,81.924,4084.554,63.911,0.671,-0.986,0.780,12.619,205.486,56.448,23,12.619,14.372,17.142,20.234,23.396,26.928,30.347,33.410,38.141,43.806,47.400,56.448,69.110,81.993,97.950,110.080,123.468,137.826,151.729,167.162,185.626,189.590,205.486,
CN: GDP: Tertiary Industry: Gansu: Jiayuguan,China,Jiayuguan,"Annual, ending ""Dec"" of each year",RMB bn,Jiayuguan Municipal Bureau of Statistics,Active,293428501 (CAAPYQ),SR4391996,,,,1999,2022,02/03/2023,,,4.886,16.409,4.051,0.390,-1.470,0.829,0.362,11.410,3.678,24,0.362,0.368,0.415,0.440,0.500,0.570,1.600,1.780,2.060,2.414,3.153,3.410,3.946,4.518,5.398,6.944,7.731,8.865,9.699,11.249,10.060,9.700,10.680,11.410
CN: GDP: Tertiary Industry: Gansu: Jinchang,China,Jinchang,"Annual, ending ""Dec"" of each year",RMB bn,Jinchang Municipal Bureau of Statistics,Active,293428601 (CAAPYR),SR4392113,,,,1999,2022,08/02/2023,,,4.905,14.765,3.843,0.505,-1.273,0.783,0.547,11.930,3.539,24,0.547,0.596,0.692,0.850,0.990,1.090,1.930,2.170,2.430,2.727,2.883,3.243,3.835,4.553,5.395,5.796,7.584,8.296,9.209,10.122,9.631,10.210,11.018,11.930
CN: GDP: Tertiary Industry: Gansu: Baiyin,China,Baiyin,"Annual, ending ""Dec"" of each year",RMB bn,Baiyin Municipal Bureau of Statistics,Active,293428701 (CAAPYS),SR4392147,,,,1999,2022,02/02/2023,,,12.529,69.384,8.330,0.245,-1.518,0.665,2.253,26.780,11.019,24,2.253,2.488,2.810,3.180,3.520,3.800,5.150,5.850,6.550,7.622,8.583,10.242,11.797,13.659,15.687,18.942,18.100,20.212,21.193,22.862,21.856,22.642,24.912,26.780
CN: GDP: Tertiary Industry: Gansu: Tianshui,China,Tianshui,"Annual, ending ""Dec"" of each year",RMB bn,Tianshui Municipal Bureau of Statistics,Active,293428801 (CAAPYT),SR4391686,,,,1999,2022,02/02/2023,,,18.512,192.499,13.874,0.482,-1.306,0.749,2.834,43.791,13.757,24,2.834,3.277,3.606,4.225,4.734,5.649,6.347,7.265,8.364,9.581,11.102,12.677,14.836,17.192,23.485,24.651,27.074,30.078,32.355,36.095,35.817,37.906,41.351,43.791
CN: GDP: Tertiary Industry: Gansu: Wuwei,China,Wuwei,"Annual, ending ""Dec"" of each year",RMB bn,Wuwei Municipal Bureau of Statistics,Active,293428901 (CAAPYU),SR4392145,,,,1999,2022,07/02/2023,,,12.499,93.571,9.673,0.830,-0.512,0.774,1.974,32.700,8.701,24,1.974,2.265,2.594,2.870,3.270,3.600,5.750,6.420,7.310,8.371,6.552,7.678,9.032,10.841,12.913,13.837,16.386,18.272,19.973,21.701,26.828,27.959,30.890,32.700
CN: GDP: Tertiary Industry: Gansu: Zhangye,China,Zhangye,"Annual, ending ""Dec"" of each year",RMB bn,Zhangye Municipal Bureau of Statistics,Active,293429001 (CAAPYV),SR4391689,,,,1999,2022,02/02/2023,,,11.628,85.010,9.220,0.603,-1.131,0.793,1.654,29.229,8.213,24,1.654,1.860,2.218,2.820,2.670,3.010,3.780,4.380,4.830,5.560,6.587,7.498,8.928,10.637,13.080,14.541,16.867,18.739,20.637,22.777,24.663,25.145,26.967,29.229
CN: GDP: Tertiary Industry: Gansu: Pingliang,China,Pingliang,"Annual, ending ""Dec"" of each year",RMB bn,Pingliang Municipal Bureau of Statistics,Active,293429101 (CAAPYW),SR4391685,,,,1999,2022,02/02/2023,,,11.278,79.947,8.941,0.764,-0.703,0.793,1.750,29.914,7.915,24,1.943,2.208,2.500,1.750,2.960,3.320,4.050,4.670,5.330,6.001,6.352,7.251,8.579,10.207,11.852,13.115,15.654,17.324,18.701,20.339,24.161,24.961,27.522,29.914
CN: GDP: Tertiary Industry: Gansu: Jiuquan,China,Jiuquan,"Annual, ending ""Dec"" of each year",RMB bn,Jiuquan Municipal Bureau of Statistics,Active,293429201 (CAAPYX),SR4392005,,,,1999,2021,20/04/2022,,,15.525,122.050,11.048,0.138,-1.743,0.712,2.376,32.024,14.063,23,2.376,2.474,2.904,2.450,3.890,3.900,5.420,6.220,7.070,8.321,11.895,14.063,17.058,19.744,23.360,24.600,26.420,28.853,29.638,32.024,27.080,27.330,29.990,
CN: GDP: Tertiary Industry: Gansu: Qingyang,China,Qingyang,"Annual, ending ""Dec"" of each year",RMB bn,Qingyang Municipal Bureau of Statistics,Active,293429301 (CAAPYY),SR4391974,,,,1999,2021,20/04/2022,,,12.718,113.849,10.670,0.596,-1.140,0.839,1.123,32.757,9.174,23,1.123,1.446,1.669,1.770,3.080,3.190,3.890,4.410,4.950,5.937,7.750,9.174,10.813,12.687,16.838,16.417,20.592,22.687,24.586,28.147,28.518,30.075,32.757,
CN: GDP: Tertiary Industry: Gansu: Dingxi,China,Dingxi,"Annual, ending ""Dec"" of each year",RMB bn,Dingxi Municipal Bureau of Statistics,Active,293429401 (CAAPYZ),SR4392111,,,,1999,2022,02/02/2023,,,11.755,111.833,10.575,0.891,-0.393,0.900,1.112,34.887,7.661,24,1.112,1.610,1.753,2.043,2.217,2.594,2.882,3.331,3.905,5.402,6.024,6.992,8.330,9.639,13.240,14.603,16.134,17.675,19.062,21.215,27.214,28.278,31.975,34.887
CN: GDP: Tertiary Industry: Gansu: Longnan,China,Longnan,"Annual, ending ""Dec"" of each year",RMB bn,Longnan Municipal Bureau of Statistics,Active,293429501 (CAAPZA),SR4391958,,,,1999,2022,08/02/2023,,,11.529,98.384,9.919,0.686,-1.004,0.860,1.245,30.980,8.147,24,1.245,1.392,1.589,2.830,1.910,2.200,2.880,3.420,4.000,5.390,6.808,7.636,8.658,9.951,11.417,12.692,17.189,19.272,21.114,23.359,25.943,26.650,28.180,30.980
CN: GDP: Tertiary Industry: Qinghai: Xining,China,Xining,"Annual, ending ""Dec"" of each year",RMB bn,Xining Municipal Bureau of Statistics,Active,293429601 (CAAPZB),SR4391956,,,,1999,2022,07/02/2023,,,39.157,1060.285,32.562,0.587,-1.094,0.832,3.602,97.164,30.753,24,3.602,4.365,5.192,6.060,6.760,7.710,11.750,13.140,15.020,17.559,23.255,28.305,33.201,38.040,42.793,49.773,55.069,61.337,68.667,77.234,87.770,89.709,97.164,96.294
CN: GDP: Tertiary Industry: Qinghai: Haidong,China,Haidong,"Annual, ending ""Dec"" of each year",RMB bn,Haidong Municipal Bureau of Statistics,Active,313821001 (CAARNG),SR5004392,,,,2005,2021,20/04/2022,,,12.276,55.488,7.449,0.525,-0.981,0.607,3.020,25.557,10.780,17,,,,,,,3.020,3.630,4.350,5.239,6.103,7.011,8.187,9.404,10.780,12.330,13.833,15.585,17.153,19.070,23.236,24.200,25.557,
CN: GDP: Tertiary Industry: Ningxia: Yinchuan,China,Yinchuan,"Annual, ending ""Dec"" of each year",RMB bn,Yinchuan Municipal Bureau of Statistics,Active,293429701 (CAAPZC),SR4392178,,,,1999,2022,01/02/2023,,,47.067,1527.168,39.079,0.544,-1.104,0.830,3.864,118.213,37.850,24,3.864,4.305,4.832,5.920,6.800,7.830,13.940,15.760,19.830,23.317,29.717,34.263,41.438,48.093,54.500,58.564,63.616,73.348,83.759,96.684,100.326,105.603,115.081,118.213
CN: GDP: Tertiary Industry: Ningxia: Shizuishan,China,Shizuishan,"Annual, ending ""Dec"" of each year",RMB bn,Shizuishan Municipal Bureau of Statistics,Active,293429801 (CAAPZD),SR4392146,,,,1999,2021,25/03/2022,,,10.452,69.675,8.347,0.503,-1.134,0.799,1.300,25.790,9.436,22,1.300,1.426,1.737,2.020,2.210,2.530,3.200,3.620,4.270,5.156,7.855,,11.016,12.265,13.467,13.795,14.813,16.392,18.404,20.800,23.353,24.514,25.790,
CN: GDP: Tertiary Industry: Ningxia: Wuzhong,China,Wuzhong,"Annual, ending ""Dec"" of each year",RMB bn,Wuzhong Municipal Bureau of Statistics,Active,293429901 (CAAPZE),SR4392172,,,,1999,2022,01/02/2023,,,10.732,80.277,8.960,1.044,-0.112,0.835,2.000,29.560,8.365,23,2.000,2.649,3.725,3.010,3.540,2.710,3.210,3.540,4.110,4.974,6.067,,8.365,9.713,10.906,11.080,12.350,13.660,15.129,16.530,25.283,26.365,28.370,29.560
CN: GDP: Tertiary Industry: Ningxia: Guyuan,China,Guyuan,"Annual, ending ""Dec"" of each year",RMB bn,Guyuan Municipal Bureau of Statistics,Active,293430001 (CAAPZF),SR4391999,,,,1999,2022,06/02/2023,,,8.721,61.484,7.841,0.784,-0.702,0.899,0.830,24.488,6.391,23,0.830,0.910,1.150,1.290,1.490,1.470,2.340,2.720,3.200,3.871,4.371,,6.391,7.805,9.096,9.802,11.278,12.958,14.544,16.082,20.324,21.138,23.030,24.488
CN: GDP: Tertiary Industry: Ningxia: Zhongwei,China,Zhongwei,"Annual, ending ""Dec"" of each year",RMB bn,Zhongwei Municipal Bureau of Statistics,Active,293430101 (CAAPZG),SR4391965,,,,2004,2022,07/02/2023,,,11.288,46.033,6.785,0.133,-1.275,0.601,1.510,22.119,11.235,18,,,,,,1.510,2.840,3.230,3.660,4.438,5.891,,8.567,9.846,11.247,11.224,12.319,13.753,15.417,16.990,19.035,19.738,21.363,22.119
CN: GDP: Tertiary Industry: Xinjiang: Urumqi,China,Urumqi,"Annual, ending ""Dec"" of each year",RMB bn,Urumqi Municipal Bureau of Statistics,Active,293430201 (CAAPZH),SR4391698,,,,1999,2022,09/02/2023,,,110.182,7753.431,88.054,0.626,-1.074,0.799,15.540,272.900,77.303,24,15.540,17.276,19.679,22.720,25.760,29.030,34.550,40.020,48.740,57.692,60.399,69.053,85.554,106.361,118.581,136.553,160.255,172.676,188.185,212.302,247.942,240.238,262.371,272.900
CN: GDP: Tertiary Industry: Xinjiang: Karamay,China,Karamay,"Annual, ending ""Dec"" of each year",RMB bn,Karamay Municipal Bureau of Statistics,Active,293430301 (CAAPZI),SR4392141,,,,1999,2021,13/04/2022,,,11.288,89.577,9.465,0.850,-0.815,0.838,1.886,29.430,6.942,23,1.886,2.148,2.470,2.740,3.070,3.620,4.290,4.670,5.110,5.670,6.084,6.942,8.133,9.301,10.907,12.210,21.260,18.375,21.585,23.840,28.722,27.160,29.430,
CN: GDP: Tertiary Industry: Xinjiang: Turpan,China,Turpan,"Annual, ending ""Dec"" of each year",RMB bn,Turpan Municipal Bureau of Statistics,Active,313821701 (CAARNN),SR5004103,,,,2005,2021,07/06/2022,,,7.533,19.985,4.470,1.085,-0.001,0.593,2.830,16.359,6.254,17,,,,,,,2.830,3.240,3.820,4.433,3.768,4.224,4.898,5.523,6.254,6.760,7.340,7.944,9.228,10.399,16.087,14.956,16.359,
CN: GDP: Tertiary Industry: Xinjiang: Hami,China,Hami,"Annual, ending ""Dec"" of each year",RMB bn,Hami Municipal Bureau of Statistics,Active,313821801 (CAARNO),SR5004651,,,,2005,2022,08/02/2023,,,12.734,49.454,7.032,0.233,-1.279,0.552,3.570,24.491,13.289,18,,,,,,,3.570,4.000,4.590,5.057,5.882,6.835,8.299,10.137,12.438,14.140,15.154,14.968,16.069,17.367,22.240,21.040,22.930,24.491
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Beijing",China,Beijing,"Annual, ending ""Dec"" of each year",RMB bn,Beijing Municipal Bureau of Statistics,Active,446939227 (CAATJX),SR136768597,,,,2001,2021,12/12/2022,,,11.640,6.388,2.527,0.260,-0.833,0.217,8.180,16.200,11.690,21,,,8.180,8.290,8.460,8.740,8.870,8.880,10.130,11.280,11.830,12.460,13.650,15.040,16.200,16.150,14.280,13.220,12.430,12.260,11.690,11.070,11.340,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Tianjin",China,Tianjin,"Annual, ending ""Dec"" of each year",RMB bn,Tianjin Municipal Bureau of Statistics,Active,446939237 (CAATJY),SR136768607,,,,2015,2021,05/12/2022,,,20.425,5.108,2.260,-0.225,-1.700,0.111,17.400,23.326,21.051,7,,,,,,,,,,,,,,,,,21.051,22.205,17.400,17.978,19.179,21.833,23.326,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Hebei: Shijiazhuang",China,Shijiazhuang,"Annual, ending ""Dec"" of each year",RMB bn,Shijiazhuang Municipal Bureau of Statistics,Active,446939247 (CAATJZ),SR136768617,,,,2002,2017,30/06/2021,,,35.162,144.968,12.040,-0.054,-1.438,0.342,15.595,51.057,33.896,16,,,,15.595,18.807,23.047,24.776,25.749,27.574,30.412,30.831,36.961,41.500,45.218,48.868,50.383,51.057,50.055,41.758,,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Hebei: Tangshan",China,Tangshan,"Annual, ending ""Dec"" of each year",RMB bn,Tangshan Municipal Bureau of Statistics,Active,446939257 (CAATKE),SR136768627,,,,2013,2020,04/03/2022,,,55.878,21.637,4.652,-0.633,-0.397,0.083,47.951,61.164,56.667,8,,,,,,,,,,,,,,,56.343,56.992,58.104,61.164,47.951,50.775,54.648,61.047,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Hebei: Qinhuangdao",China,Qinhuangdao,"Annual, ending ""Dec"" of each year",RMB bn,Qinhuangdao Municipal Bureau of Statistics,Active,446939267 (CAATKF),SR136768637,,,,2013,2020,22/04/2022,,,19.860,9.813,3.133,1.464,2.148,0.158,17.145,25.572,19.038,6,,,,,,,,,,,,,,,17.145,17.609,18.080,19.995,20.760,,,25.572,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Hebei: Baoding",China,Baoding,"Annual, ending ""Dec"" of each year",RMB bn,Baoding Municipal Bureau of Statistics,Active,446939297 (CAATKI),SR136768667,,,,2009,2012,30/06/2021,,,32.258,23.717,4.870,-0.073,-1.406,0.151,26.553,37.812,32.334,4,,,,,,,,,,,26.553,30.365,34.302,37.812,,,,,,,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Hebei: Cangzhou",China,Cangzhou,"Annual, ending ""Dec"" of each year",RMB bn,Cangzhou Municipal Bureau of Statistics,Active,446939327 (CAATKL),SR136768697,,,,2009,2020,19/04/2022,,,32.511,29.641,5.444,-1.130,0.322,0.167,21.620,38.490,35.067,10,,,,,,,,,,,21.620,25.265,29.584,31.918,34.659,35.476,36.481,35.655,35.965,,,38.490,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Shanxi: Taiyuan",China,Taiyuan,"Annual, ending ""Dec"" of each year",RMB bn,Taiyuan Municipal Bureau of Statistics,Active,446939357 (CAATKO),SR136768727,,,,2013,2021,22/12/2022,,,4.554,1.762,1.327,2.578,6.727,0.291,3.861,7.546,4.051,7,,,,,,,,,,,,,,,3.861,4.045,3.909,4.051,4.180,4.288,,,7.546,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Shanxi: Yangquan",China,Yangquan,"Annual, ending ""Dec"" of each year",RMB bn,Yangquan Municipal Bureau of Statistics,Active,446939377 (CAATKQ),SR136768747,,,,2013,2021,22/12/2022,,,1.289,0.361,0.601,2.628,6.928,0.466,1.021,2.649,1.055,7,,,,,,,,,,,,,,,1.034,1.122,1.021,1.055,1.053,1.088,,,2.649,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Liaoning: Shenyang",China,Shenyang,"Annual, ending ""Dec"" of each year",RMB bn,Shenyang Municipal Bureau of Statistics,Active,446939557 (CAATLI),SR136768927,,,,2004,2017,30/06/2021,,,23.643,69.874,8.359,-0.076,-1.353,0.354,11.071,35.626,24.610,14,,,,,,11.071,12.633,13.520,16.615,18.368,20.707,23.275,27.906,31.520,33.552,33.948,35.626,25.946,26.314,,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Liaoning: Dalian",China,Dalian,"Annual, ending ""Dec"" of each year",RMB bn,Dalian Municipal Bureau of Statistics,Active,446939567 (CAATLJ),SR136768937,,,,2005,2017,30/06/2021,,,37.283,131.431,11.464,-0.413,-1.378,0.307,18.333,50.843,39.572,13,,,,,,,18.333,20.860,24.929,28.915,31.344,34.510,39.572,45.137,47.559,47.967,49.520,50.843,45.189,,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Liaoning: Huludao",China,Huludao,"Annual, ending ""Dec"" of each year",RMB bn,Huludao Municipal Bureau of Statistics,Active,446939687 (CAATLV),SR136769057,,,,2010,2018,30/06/2021,,,10.110,2.917,1.708,-0.327,-0.235,0.169,7.163,12.667,10.162,9,,,,,,,,,,,,7.163,8.265,9.371,10.162,9.761,10.704,11.211,11.683,12.667,,,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Jilin: Changchun",China,Changchun,"Annual, ending ""Dec"" of each year",RMB bn,Changchun Municipal Bureau of Statistics,Active,446939697 (CAATLW),SR136769067,,,,2013,2020,30/03/2022,,,35.956,62.062,7.878,2.482,6.608,0.219,29.910,54.847,33.625,8,,,,,,,,,,,,,,,33.205,34.015,35.164,33.235,29.910,31.303,35.970,54.847,,
"CN: GDP: Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services): Shanghai",China,Shanghai,"Annual, ending ""Dec"" of each year",RMB bn,Shanghai Municipal Bureau of Statistics,Active,446939897 (CAATMQ),SR136769267,,,,2013,2020,09/03/2022,,,11.961,0.685,0.828,0.368,-2.097,0.069,11.016,12.970,11.672,8,,,,,,,,,,,,,,,12.928,12.862,12.970,11.833,11.510,11.239,11.331,11.016,,
