Province,Country,Type,Amount,Unit,ID,Source,year,value,Province.Code
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2016,0,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2020,10212000,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2008,0,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2011,0,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2019,0,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2009,0,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2008,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2021,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2011,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2012,0,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2013,6368800,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2017,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2015,109600,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2016,98700,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2020,872.21,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2021,9384000,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2022,3657000,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2012,0,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2006,0,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2007,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2018,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2022,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2019,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2013,147500,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2020,0,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2021,939.4,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2006,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2017,0,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2022,0,220000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2014,0,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2013,0,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2010,0,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2019,413.21,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2017,486.03,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2006,0,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2015,0,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2016,375,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2006,0,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2007,0,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2008,0,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2011,0,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2012,0,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2017,7120240,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2018,9341268,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2019,12415388,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2007,0,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2008,0,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2018,436.15000000000003,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2010,0,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2020,493.7,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2012,20595000,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2021,876.22,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2022,866.91,210000
Liaoning,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094679,Ministry of Finance,2009,0,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2016,7232255,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2021,11852422,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2009,0,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2022,5244000,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2020,13514000,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2013,24098000,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2014,15817000,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2011,0,210000
Liaoning,China,Revenue of Local Government Funds,Total,CNY 10k,M0159200,Liaoning Provincial Department of Finance,2015,9092652,210000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2012,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2014,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2013,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2016,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2010,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2018,406.21,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2014,2014476.72,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2017,249,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2009,0,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2013,0,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2006,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2015,0,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2015,1472389,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2019,1186798,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2011,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2019,471.4,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2009,0,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2010,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2022,0,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2017,1085207,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2021,1417495,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2022,1292000,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2007,0,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2020,1598150,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2007,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2020,541.66,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2016,1289000,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2008,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2011,0,640000
Ningxia,China,Revenue of Local Government Funds,Total,CNY 10k,D6889212,Ningxia Department of Finance,2018,1212736,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2008,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2006,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2012,0,640000
Ningxia,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094964,Ministry of Finance,2021,541.66,640000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2017,835015,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2016,696863,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2013,38832,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2015,793336,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2013,938662,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2012,57543,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2014,1127409,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2011,0,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2019,2451658,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2014,37311,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2020,0,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2018,1368528,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2008,0,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2019,0,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2010,0,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2011,0,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2008,0,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2012,778567,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2020,1759939,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2009,0,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2010,0,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2015,18253,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2018,0,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2022,0,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2021,1910349,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2006,0,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2021,0,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2009,0,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2017,0,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2022,3208000,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2007,0,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2016,24945,630000
Qinghai,China,Revenue of Local Government Funds,Total,CNY 10k,M0065711,Qinghai Provincial Bureau of Statistics,2007,0,630000
Qinghai,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160296,Qinghai Provincial Department of Finance,2006,0,630000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2012,7600395,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2006,0,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2011,0,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2012,274162,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2013,221603,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2010,0,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2022,19556434,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2011,0,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2007,0,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2013,8757522,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2008,0,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2006,0,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2022,0,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2008,0,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2009,0,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2020,0,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2014,198203,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2015,202303,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2007,0,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2010,0,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2018,0,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2021,0,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2009,0,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2019,0,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2021,23817119,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2015,8028024,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2017,10184074,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2020,21047433,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2017,0,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2014,10112136,610000
Shaanxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160170,Shaanxi Provincial Department of Finance,2016,126095,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2018,14647322,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2019,18599018,610000
Shaanxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065703,Shaanxi Provincial Bureau of Statistics,2016,7505999,610000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2014,39736557,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2015,29800350,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2007,0,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2013,0,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2006,0,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2015,438.8,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2012,27970610,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2018,938.5,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2009,0,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2019,1149,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2020,1503.7,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2013,36067846,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2014,0,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2008,0,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2007,0,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2010,0,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2016,217855,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2010,0,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2011,29707000,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2011,0,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2016,588.8,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2017,753.5,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2014,278302,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2017,0,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2018,0,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2021,1613.85,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2006,0,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2006,0,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2008,0,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2011,0,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2021,79769368,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2022,60804071,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2021,0,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2012,428769,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2013,378713,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2022,1852.91,370000
Shandong,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543412,Ministry of Finance,2012,0,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2015,390229,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2019,0,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2009,0,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2020,0,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2007,0,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2009,0,370000
Shandong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065620,Shandong Provincial Bureau of Statistics,2008,0,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2020,72789907,370000
Shandong,China,Revenue of Local Government Funds,Total,CNY 10k,M0065619,Shandong Provincial Bureau of Statistics,2016,29623947,370000
